Location,Average_Cost,Online_Order,Table_Booking,Rating,Votes,Reviews_Count,Cuisines,Delivery_Time,Popularity
Mumbai,3759.0,No,No,4.5,674,208.0,Street Food,31,High
Pune,171.0,No,No,3.9,53,249.0,Street Food,38,High
Bhopal,360.0,No,Yes,4.4,723,299.0,South Indian,29,High
Pune,186.0,Yes,No,3.5,680,135.0,North Indian,42,Low
Nagpur,,No,Yes,2.8,284,219.0,Kerala,39,Low
Surat,434.0,No,Yes,5.0,841,162.0,Street Food,35,High
Chennai,223.0,Yes,Yes,4.7,150,237.0,Continental,49,Low
Ahmedabad,111.0,No,No,2.9,135,371.0,Gujarati,54,High
Delhi,4226.0,No,No,4.9,52,524.0,Chinese,27,Low
Delhi,345.0,Yes,Yes,4.4,579,,Kerala,44,High
Nashik,183.0,Yes,Yes,2.9,550,102.0,Continental,31,Low
Kochi,488.0,No,Yes,4.3,733,67.0,Chinese,23,High
Nashik,132.0,Yes,Yes,3.5,49,411.0,Biryani,44,Low
Chennai,569.0,No,No,,596,,North Indian,33,Low
Jaipur,,No,Yes,3.4,650,434.0,Continental,36,Low
Ahmedabad,144.0,Yes,Yes,4.9,721,424.0,Kerala,39,High
Surat,224.0,Yes,Yes,3.5,181,600.0,North Indian,57,Low
Ahmedabad,369.0,No,Yes,4.9,767,108.0,Fast Food,23,High
Pune,158.0,Yes,No,3.3,385,,Rajasthani,54,Low
Bhopal,91.0,No,No,4.3,55,549.0,South Indian,43,Low
Nagpur,,No,Yes,3.6,689,262.0,Street Food,51,High
Hyderabad,108.0,Yes,Yes,3.5,254,,Street Food,53,High
Indore,,No,No,5.0,126,289.0,Seafood,47,Low
Bangalore,106.0,No,No,3.1,134,386.0,Cafe,50,High
Bhopal,262.0,No,Yes,4.5,654,170.0,Gujarati,27,High
Nashik,549.0,Yes,Yes,,189,103.0,North Indian,49,High
Indore,220.0,No,No,2.7,704,247.0,Chinese,20,Low
Surat,106.0,Yes,Yes,,587,101.0,Street Food,49,High
Nashik,166.0,Yes,No,3.2,518,493.0,Fast Food,21,Low
Surat,554.0,No,Yes,5.0,671,567.0,Continental,30,High
Jaipur,494.0,No,No,3.7,464,335.0,Chinese,59,High
Bangalore,590.0,No,Yes,4.6,656,534.0,Chinese,26,High
Nagpur,429.0,Yes,Yes,4.9,585,402.0,South Indian,112,High
Pune,154.0,Yes,Yes,3.5,125,420.0,Chinese,55,High
Delhi,226.0,No,Yes,,551,34.0,Rajasthani,56,Low
Nashik,111.0,No,No,2.8,60,540.0,Biryani,60,High
Surat,,No,Yes,3.2,70,561.0,Seafood,44,Low
Ahmedabad,144.0,Yes,Yes,4.9,721,424.0,Kerala,39,High
Surat,221.0,No,Yes,3.2,608,240.0,North Indian,30,Low
Goa,,Yes,Yes,4.6,806,358.0,Seafood,32,High
Goa,,No,Yes,4.2,71,354.0,Gujarati,46,High
Chennai,227.0,No,Yes,3.0,696,195.0,Rajasthani,35,Low
Jaipur,494.0,No,No,3.7,464,335.0,Chinese,59,High
Pune,149.0,No,Yes,2.8,177,241.0,Fast Food,30,High
Chennai,102.0,No,No,2.7,273,322.0,Biryani,25,Low
Bangalore,201.0,Yes,Yes,4.3,698,536.0,Kerala,44,High
Bangalore,164.0,No,Yes,2.9,113,491.0,North Indian,50,Low
Mumbai,2301.0,Yes,No,3.4,380,204.0,South Indian,32,Low
Delhi,81.0,No,Yes,2.8,840,405.0,Kerala,30,High
Indore,156.0,Yes,Yes,3.7,41,530.0,Seafood,32,Low
Nagpur,290.0,No,No,,810,367.0,South Indian,29,High
Bangalore,238.0,Yes,No,4.5,114,130.0,Fast Food,57,Low
Mumbai,467.0,Yes,No,4.0,292,155.0,Fast Food,44,High
Nashik,350.0,Yes,No,4.7,889,533.0,Kerala,26,High
Pune,442.0,Yes,No,4.6,586,368.0,Street Food,24,High
Bangalore,129.0,Yes,Yes,3.7,130,237.0,Kerala,27,Low
Surat,467.0,Yes,Yes,4.9,781,220.0,Kerala,22,High
Jaipur,196.0,No,Yes,2.6,2521,540.0,Continental,35,High
Nagpur,128.0,No,Yes,3.3,421,445.0,Rajasthani,37,Low
Indore,296.0,No,No,4.5,597,,North Indian,26,High
Pune,465.0,Yes,No,5.0,857,,Fast Food,26,High
Surat,238.0,Yes,Yes,4.3,137,360.0,Continental,48,Low
Bhopal,145.0,No,Yes,3.3,88,30.0,Continental,42,Low
Mumbai,198.0,Yes,No,3.5,160,248.0,North Indian,20,Low
Nagpur,233.0,No,No,3.4,765,307.0,Chinese,51,Low
Ahmedabad,85.0,Yes,No,3.2,451,271.0,Biryani,28,Low
Hyderabad,149.0,No,Yes,2.5,419,224.0,Street Food,50,Low
Chennai,,Yes,No,3.4,767,430.0,Kerala,56,Low
Nagpur,181.0,Yes,Yes,2.7,733,531.0,Kerala,25,High
Nashik,398.0,Yes,No,4.6,612,535.0,Street Food,31,High
Surat,434.0,No,Yes,5.0,841,162.0,Street Food,35,High
Jaipur,146.0,Yes,No,3.0,548,49.0,Kerala,47,Low
Goa,292.0,Yes,No,4.9,648,280.0,Chinese,21,High
Ahmedabad,502.0,Yes,Yes,4.6,520,256.0,Seafood,33,High
Jaipur,196.0,No,Yes,2.6,2521,540.0,Continental,35,High
Delhi,447.0,Yes,Yes,4.6,647,520.0,South Indian,21,High
Nagpur,385.0,No,Yes,4.7,865,563.0,Kerala,32,High
Jaipur,200.0,No,No,4.0,149,336.0,Cafe,35,Low
Delhi,545.0,No,Yes,4.6,708,570.0,Rajasthani,34,High
Nashik,315.0,Yes,No,4.3,889,87.0,Biryani,20,High
Goa,184.0,No,Yes,3.7,50,76.0,South Indian,25,Low
Ahmedabad,223.0,No,No,3.5,705,165.0,Chinese,26,Low
Mumbai,470.0,No,Yes,5.0,486,35.0,Seafood,24,High
Surat,208.0,Yes,Yes,2.5,404,599.0,Fast Food,26,Low
Indore,292.0,Yes,No,4.8,830,394.0,Continental,21,High
Nashik,444.0,Yes,Yes,5.0,658,540.0,Fast Food,30,High
Bangalore,90.0,No,Yes,2.8,630,297.0,Fast Food,51,Low
Bangalore,181.0,No,No,2.7,642,434.0,Gujarati,36,Low
Bangalore,144.0,Yes,No,3.6,89,488.0,South Indian,51,Low
Bhopal,393.0,Yes,Yes,4.4,596,297.0,Rajasthani,29,High
Pune,442.0,Yes,No,4.6,586,368.0,Street Food,24,High
Nagpur,296.0,No,Yes,,526,488.0,Cafe,32,High
Ahmedabad,131.0,Yes,No,3.2,613,287.0,Seafood,26,Low
Hyderabad,206.0,Yes,Yes,3.1,145,341.0,Kerala,27,Low
Kochi,361.0,No,Yes,4.9,644,206.0,Rajasthani,35,High
Hyderabad,186.0,No,Yes,2.7,437,220.0,Continental,36,Low
Ahmedabad,,Yes,Yes,2.7,897,194.0,Rajasthani,34,Low
Delhi,129.0,No,No,3.5,309,578.0,Biryani,47,Low
Surat,467.0,Yes,Yes,4.9,781,220.0,Kerala,22,High
Pune,97.0,Yes,Yes,3.9,128,300.0,Cafe,93,Low
Delhi,233.0,No,No,2.7,48,530.0,Rajasthani,45,High
Bhopal,412.0,No,Yes,4.3,436,463.0,Chinese,32,High
Pune,211.0,No,No,3.4,425,463.0,South Indian,24,Low
Chennai,248.0,No,Yes,3.3,1925,,Chinese,22,Low
Kochi,144.0,No,Yes,3.2,246,427.0,Seafood,20,High
Goa,418.0,Yes,No,5.0,638,136.0,Gujarati,30,High
Pune,144.0,Yes,Yes,3.4,345,41.0,Seafood,58,Low
Goa,219.0,No,No,2.6,649,,Biryani,60,Low
Bhopal,171.0,No,No,3.7,671,557.0,Fast Food,51,High
Bhopal,528.0,Yes,Yes,4.6,485,177.0,Street Food,32,High
Bhopal,490.0,Yes,No,3.7,884,513.0,Rajasthani,57,High
Ahmedabad,168.0,No,Yes,3.4,569,428.0,Continental,45,Low
Pune,442.0,Yes,No,4.6,586,368.0,Street Food,24,High
Nagpur,,No,Yes,3.3,549,589.0,Gujarati,51,Low
Ahmedabad,171.0,No,No,2.8,428,241.0,Biryani,51,Low
Goa,114.0,No,Yes,3.3,738,188.0,Gujarati,31,Low
Ahmedabad,434.0,Yes,No,4.3,713,304.0,Rajasthani,21,High
Delhi,130.0,No,No,4.6,271,409.0,Fast Food,42,High
Mumbai,326.0,No,No,4.9,455,62.0,Continental,33,High
Chennai,234.0,Yes,Yes,2.9,664,80.0,Street Food,26,Low
Indore,213.0,No,Yes,4.1,2142,213.0,Fast Food,42,Low
Ahmedabad,138.0,Yes,No,3.3,676,348.0,Kerala,45,Low
Indore,356.0,Yes,Yes,4.3,882,162.0,Kerala,24,High
Chennai,192.0,No,Yes,3.9,145,136.0,South Indian,37,Low
Indore,363.0,No,Yes,4.9,644,295.0,Chinese,23,High
Hyderabad,505.0,Yes,No,4.6,405,451.0,South Indian,30,High
Bangalore,221.0,No,No,2.7,256,434.0,Biryani,35,Low
Surat,354.0,No,Yes,,569,244.0,Fast Food,25,High
Nagpur,163.0,Yes,Yes,3.3,683,273.0,Continental,37,Low
Nashik,138.0,Yes,Yes,2.7,169,592.0,Fast Food,55,High
Kochi,164.0,Yes,Yes,3.5,795,174.0,North Indian,43,High
Chennai,96.0,No,Yes,3.0,59,24.0,Biryani,31,Low
Surat,558.0,Yes,Yes,4.3,483,579.0,Street Food,34,High
Indore,171.0,Yes,Yes,4.9,71,570.0,Street Food,28,Low
Pune,471.0,No,Yes,4.4,462,430.0,Biryani,21,High
Pune,518.0,Yes,Yes,4.9,513,118.0,Gujarati,25,High
Surat,99.0,Yes,No,2.8,873,430.0,North Indian,43,High
Bangalore,203.0,No,No,3.4,806,76.0,Biryani,40,Low
Indore,260.0,No,Yes,4.5,860,484.0,North Indian,22,High
Jaipur,381.0,No,No,4.6,476,473.0,Cafe,30,High
Hyderabad,82.0,No,No,2.8,701,262.0,Street Food,29,Low
Chennai,169.0,Yes,Yes,2.8,326,249.0,Fast Food,21,Low
Jaipur,569.0,Yes,No,5.0,818,168.0,Continental,56,Low
Indore,288.0,No,Yes,4.7,581,555.0,Street Food,26,High
Kochi,206.0,No,Yes,3.2,848,289.0,Kerala,57,Low
Bhopal,6816.0,No,No,2.6,672,539.0,Fast Food,48,High
Ahmedabad,362.0,No,Yes,4.6,460,176.0,Cafe,35,High
Ahmedabad,121.0,Yes,No,3.4,582,295.0,Gujarati,33,Low
Goa,297.0,Yes,No,4.8,543,333.0,Cafe,34,High
Surat,467.0,Yes,Yes,4.9,781,220.0,Kerala,22,High
Hyderabad,373.0,No,No,4.6,694,29.0,Street Food,27,High
Nagpur,193.0,No,Yes,3.0,594,180.0,Chinese,44,High
Goa,386.0,Yes,Yes,4.5,654,353.0,Gujarati,30,High
Bhopal,115.0,Yes,Yes,2.7,689,291.0,Chinese,38,Low
Ahmedabad,131.0,Yes,Yes,3.1,426,317.0,Fast Food,25,Low
Surat,344.0,No,Yes,,695,378.0,North Indian,47,High
Nashik,486.0,Yes,Yes,4.7,866,183.0,Biryani,27,High
Pune,238.0,No,No,4.1,84,436.0,Continental,33,Low
Ahmedabad,300.0,Yes,Yes,4.4,522,,Biryani,34,High
Chennai,234.0,Yes,No,4.9,84,120.0,Street Food,47,Low
Nagpur,585.0,No,Yes,4.7,375,102.0,Rajasthani,51,High
Indore,317.0,No,No,4.5,699,164.0,South Indian,30,High
Pune,183.0,Yes,No,4.0,92,533.0,Gujarati,42,Low
Hyderabad,157.0,Yes,Yes,4.2,35,118.0,Continental,57,Low
Nagpur,152.0,Yes,Yes,4.9,154,402.0,Biryani,59,High
Ahmedabad,486.0,No,Yes,4.8,636,597.0,South Indian,21,High
Indore,260.0,No,Yes,4.5,860,484.0,North Indian,22,High
Mumbai,218.0,No,Yes,3.3,743,331.0,Street Food,41,Low
Nagpur,87.0,Yes,No,4.6,150,177.0,Fast Food,41,Low
Surat,467.0,Yes,Yes,4.9,781,220.0,Kerala,22,High
Pune,534.0,No,No,4.7,503,443.0,Biryani,23,High
Bhopal,442.0,No,No,4.9,491,272.0,Cafe,25,High
Kochi,232.0,Yes,No,3.1,706,475.0,North Indian,36,Low
Indore,334.0,Yes,No,4.6,483,490.0,Gujarati,22,High
Mumbai,109.0,No,Yes,3.4,797,50.0,North Indian,56,Low
Mumbai,408.0,Yes,Yes,4.3,475,539.0,Biryani,27,High
Hyderabad,,No,No,2.7,577,539.0,Seafood,48,Low
Indore,529.0,Yes,Yes,3.7,811,550.0,Kerala,49,Low
Bangalore,137.0,No,Yes,2.5,568,465.0,Continental,49,Low
Nashik,338.0,No,No,4.3,709,435.0,Continental,30,High
Indore,292.0,Yes,No,4.8,830,394.0,Continental,21,High
Mumbai,137.0,No,Yes,2.6,536,158.0,Kerala,41,High
Surat,467.0,Yes,Yes,4.9,781,220.0,Kerala,22,High
Nagpur,,Yes,Yes,2.5,700,242.0,Chinese,55,Low
Jaipur,335.0,Yes,Yes,4.9,1758,235.0,Seafood,31,High
Indore,190.0,No,No,2.6,877,154.0,Continental,49,Low
Nagpur,486.0,Yes,Yes,4.6,740,278.0,Rajasthani,23,High
Hyderabad,316.0,Yes,No,4.6,846,195.0,Biryani,25,High
Surat,152.0,No,Yes,3.5,763,457.0,Continental,43,Low
Indore,513.0,No,Yes,5.0,833,383.0,Cafe,22,High
Kochi,232.0,No,No,4.5,129,281.0,Seafood,31,High
Goa,211.0,No,Yes,4.8,861,578.0,Rajasthani,49,Low
Nagpur,105.0,Yes,Yes,2.8,601,551.0,Street Food,35,Low
Goa,150.0,Yes,No,2.9,80,242.0,Rajasthani,47,Low
Pune,429.0,Yes,No,3.8,366,533.0,Continental,56,High
Ahmedabad,5470.0,Yes,Yes,,375,474.0,Continental,20,Low
Nashik,89.0,Yes,Yes,3.3,842,319.0,Fast Food,23,Low
Nashik,350.0,Yes,No,4.7,889,533.0,Kerala,26,High
Chennai,225.0,Yes,No,3.2,30,509.0,Gujarati,39,Low
Pune,429.0,Yes,No,3.8,366,533.0,Continental,56,High
Chennai,132.0,No,No,2.8,503,268.0,North Indian,38,Low
Jaipur,120.0,Yes,No,3.1,795,308.0,South Indian,30,Low
Kochi,186.0,Yes,Yes,3.1,575,117.0,Continental,52,Low
Chennai,154.0,Yes,No,2.7,531,572.0,Cafe,34,High
Pune,429.0,Yes,No,3.8,366,533.0,Continental,56,High
Hyderabad,82.0,No,Yes,3.0,603,579.0,Gujarati,20,Low
Chennai,399.0,No,No,4.5,853,381.0,Biryani,30,High
Kochi,,No,No,5.0,635,259.0,South Indian,31,High
Delhi,545.0,No,No,4.4,506,85.0,Biryani,32,High
Hyderabad,91.0,Yes,No,2.8,863,456.0,Fast Food,51,Low
Chennai,229.0,Yes,Yes,3.5,88,242.0,Fast Food,28,Low
Jaipur,122.0,No,No,2.9,469,51.0,Fast Food,43,Low
Jaipur,497.0,Yes,No,5.0,521,300.0,Rajasthani,26,High
Bhopal,135.0,No,No,3.3,711,585.0,Gujarati,24,Low
Mumbai,143.0,Yes,Yes,3.5,225,279.0,Cafe,28,Low
Nashik,350.0,Yes,No,4.7,889,533.0,Kerala,26,High
Indore,224.0,No,No,4.3,42,401.0,Gujarati,23,Low
Mumbai,430.0,Yes,Yes,4.7,526,318.0,Fast Food,22,High
Chennai,406.0,Yes,Yes,4.8,721,493.0,Chinese,31,High
Jaipur,313.0,No,Yes,4.5,603,291.0,Rajasthani,28,High
Nagpur,385.0,No,Yes,4.7,865,563.0,Kerala,32,High
Ahmedabad,251.0,Yes,Yes,4.4,442,484.0,South Indian,35,High
Kochi,361.0,No,Yes,4.9,644,206.0,Rajasthani,35,High
Surat,467.0,Yes,Yes,4.9,781,220.0,Kerala,22,High
Goa,454.0,No,No,4.5,781,581.0,Fast Food,105,High
Ahmedabad,227.0,Yes,Yes,2.8,430,391.0,Rajasthani,20,Low
Delhi,191.0,Yes,No,3.8,135,594.0,Cafe,37,Low
Goa,156.0,No,No,2.7,321,593.0,Street Food,50,Low
Pune,132.0,Yes,No,3.0,243,535.0,Continental,53,Low
Pune,329.0,No,No,4.4,519,55.0,Cafe,26,High
Kochi,222.0,No,No,2.6,71,506.0,South Indian,31,Low
Nashik,258.0,No,Yes,4.8,705,,South Indian,21,High
Delhi,511.0,No,Yes,4.9,470,128.0,Biryani,20,High
Nagpur,,No,Yes,3.6,689,262.0,Street Food,51,High
Nashik,486.0,Yes,Yes,4.7,866,183.0,Biryani,27,High
Hyderabad,316.0,Yes,No,4.6,846,195.0,Biryani,25,High
Nashik,486.0,Yes,Yes,4.7,866,183.0,Biryani,27,High
Nagpur,307.0,No,No,5.0,728,431.0,Biryani,25,High
Pune,237.0,Yes,No,4.1,134,483.0,Rajasthani,37,Low
Ahmedabad,125.0,Yes,No,2.5,230,98.0,Fast Food,24,Low
Mumbai,149.0,No,No,3.3,234,389.0,Fast Food,35,Low
Kochi,123.0,No,No,3.1,894,566.0,Seafood,47,Low
Ahmedabad,111.0,No,No,2.9,135,371.0,Gujarati,54,High
Surat,600.0,No,No,5.0,684,249.0,Continental,24,High
Surat,274.0,Yes,Yes,4.5,580,25.0,South Indian,23,High
Hyderabad,264.0,Yes,Yes,,712,305.0,Cafe,29,High
Delhi,249.0,No,Yes,2.9,200,284.0,Cafe,31,Low
Mumbai,204.0,Yes,No,2.6,99,52.0,Kerala,41,Low
Chennai,354.0,No,No,4.5,734,322.0,Fast Food,32,High
Kochi,224.0,No,Yes,3.2,762,317.0,Gujarati,34,Low
Chennai,244.0,Yes,No,3.2,322,522.0,South Indian,49,Low
Indore,513.0,No,Yes,5.0,833,383.0,Cafe,22,High
Ahmedabad,541.0,No,No,4.7,644,211.0,Chinese,26,High
Surat,300.0,No,Yes,4.3,593,26.0,Rajasthani,31,High
Hyderabad,512.0,No,Yes,4.4,456,265.0,Street Food,35,High
Kochi,221.0,Yes,Yes,4.2,2631,300.0,Kerala,20,Low
Nagpur,97.0,No,No,3.1,254,222.0,Gujarati,36,Low
Kochi,563.0,No,Yes,4.5,430,522.0,Continental,26,High
Indore,292.0,Yes,No,4.8,830,394.0,Continental,21,High
Nagpur,193.0,No,Yes,3.0,594,180.0,Chinese,44,High
Bhopal,336.0,No,Yes,4.7,649,309.0,Biryani,24,High
Surat,569.0,Yes,Yes,4.6,821,80.0,Continental,21,High
Goa,145.0,No,No,2.6,33,586.0,Continental,58,Low
Pune,137.0,No,Yes,4.7,44,86.0,Rajasthani,41,Low
Mumbai,125.0,Yes,Yes,3.3,875,99.0,Street Food,56,Low
Jaipur,109.0,Yes,Yes,3.8,141,71.0,South Indian,35,High
Nashik,258.0,No,Yes,4.8,705,,South Indian,21,High
Surat,229.0,Yes,Yes,3.1,768,121.0,Biryani,47,Low
Hyderabad,163.0,Yes,No,2.6,432,522.0,South Indian,49,High
Jaipur,157.0,No,No,3.0,851,197.0,Seafood,40,Low
Nagpur,181.0,Yes,Yes,2.7,733,531.0,Kerala,25,High
Bhopal,360.0,No,Yes,4.4,723,299.0,South Indian,29,High
Bangalore,106.0,No,No,3.1,134,386.0,Cafe,50,High
Indore,321.0,No,No,4.5,864,329.0,South Indian,20,High
Goa,117.0,No,No,,138,375.0,Biryani,23,Low
Bhopal,490.0,Yes,No,3.7,884,513.0,Rajasthani,57,High
Ahmedabad,239.0,No,Yes,3.2,616,583.0,Biryani,60,Low
Indore,288.0,No,Yes,4.7,581,555.0,Street Food,26,High
Surat,232.0,No,Yes,3.2,457,37.0,Seafood,48,Low
Hyderabad,316.0,Yes,No,4.6,846,195.0,Biryani,25,High
Jaipur,94.0,Yes,Yes,3.1,795,569.0,Gujarati,56,High
Bhopal,6816.0,No,No,2.6,672,539.0,Fast Food,48,High
Indore,581.0,Yes,No,4.8,694,128.0,Street Food,24,High
Surat,240.0,Yes,Yes,3.3,874,565.0,Kerala,59,Low
Pune,534.0,No,No,4.7,503,443.0,Biryani,23,High
Nashik,86.0,Yes,Yes,2.7,644,152.0,Rajasthani,160,High
Nagpur,533.0,Yes,Yes,4.9,684,156.0,Seafood,27,High
Nagpur,429.0,Yes,Yes,4.9,585,402.0,South Indian,112,High
Nashik,86.0,Yes,Yes,2.7,644,152.0,Rajasthani,160,High
Bhopal,,Yes,No,,430,434.0,Cafe,51,Low
Indore,448.0,Yes,Yes,4.8,730,259.0,Kerala,20,High
Bangalore,169.0,Yes,No,2.8,545,254.0,Fast Food,56,Low
Nashik,206.0,Yes,No,2.6,3136,238.0,Fast Food,50,Low
Surat,600.0,No,No,5.0,684,249.0,Continental,24,High
Chennai,,Yes,No,2.8,124,183.0,Cafe,31,Low
Pune,107.0,Yes,No,2.9,370,588.0,Continental,155,Low
Goa,386.0,Yes,Yes,4.5,654,353.0,Gujarati,30,High
Surat,209.0,No,No,2.8,669,581.0,Chinese,40,Low
Indore,170.0,No,No,3.1,742,98.0,Rajasthani,24,Low
Nagpur,457.0,No,Yes,4.5,2711,167.0,Kerala,24,High
Hyderabad,121.0,Yes,Yes,,202,442.0,Seafood,40,Low
Delhi,228.0,No,Yes,2.8,528,377.0,Kerala,22,Low
Jaipur,361.0,No,No,3.8,455,201.0,Kerala,46,High
Kochi,219.0,Yes,Yes,3.2,47,541.0,Biryani,38,Low
Bhopal,5847.0,No,Yes,2.9,602,51.0,Cafe,34,Low
Hyderabad,109.0,No,Yes,3.4,802,445.0,Seafood,53,Low
Indore,185.0,No,Yes,3.4,163,589.0,Street Food,23,Low
Hyderabad,107.0,No,No,2.9,599,503.0,North Indian,51,Low
Hyderabad,408.0,Yes,Yes,4.9,610,529.0,Cafe,26,High
Nashik,104.0,Yes,No,4.5,110,496.0,Biryani,56,Low
Kochi,95.0,Yes,No,2.7,605,499.0,Street Food,44,Low
Chennai,199.0,Yes,No,2.6,440,377.0,Gujarati,55,Low
Delhi,564.0,Yes,No,4.5,891,314.0,Continental,31,High
Kochi,600.0,Yes,Yes,4.4,604,249.0,Seafood,25,High
Pune,157.0,Yes,Yes,3.1,404,443.0,Cafe,30,Low
Kochi,126.0,Yes,Yes,2.5,516,266.0,Fast Food,52,Low
Nashik,150.0,Yes,Yes,3.0,164,412.0,Fast Food,28,High
Pune,240.0,Yes,No,2.7,42,23.0,North Indian,58,Low
Delhi,453.0,Yes,Yes,4.9,549,525.0,Seafood,29,High
Pune,450.0,Yes,No,4.3,773,127.0,Chinese,26,High
Bhopal,170.0,Yes,Yes,3.0,542,280.0,South Indian,21,Low
Pune,107.0,Yes,No,4.3,109,154.0,Chinese,23,Low
Indore,277.0,Yes,No,4.7,622,484.0,Chinese,35,High
Bhopal,243.0,Yes,Yes,2.8,512,196.0,Fast Food,42,Low
Nagpur,228.0,Yes,No,3.0,653,482.0,Fast Food,25,Low
Nagpur,240.0,Yes,Yes,3.3,449,246.0,Rajasthani,56,Low
Mumbai,369.0,No,Yes,4.4,580,461.0,Chinese,31,High
Chennai,102.0,No,Yes,2.8,425,,Continental,32,Low
Surat,192.0,Yes,Yes,3.1,188,377.0,Rajasthani,34,Low
Jaipur,4279.0,Yes,Yes,2.7,765,188.0,Fast Food,34,Low
Pune,465.0,Yes,No,5.0,857,,Fast Food,26,High
Chennai,214.0,No,Yes,4.3,123,136.0,Cafe,48,Low
Bangalore,492.0,No,Yes,4.6,581,215.0,Continental,147,High
Nagpur,290.0,No,No,,810,367.0,South Indian,29,High
Ahmedabad,362.0,No,Yes,4.6,460,176.0,Cafe,35,High
Surat,143.0,No,No,3.1,129,71.0,Continental,38,Low
Delhi,237.0,Yes,No,3.2,151,387.0,Rajasthani,20,Low
Bhopal,442.0,No,No,4.9,491,272.0,Cafe,25,High
Bhopal,360.0,No,Yes,4.4,723,299.0,South Indian,29,High
Hyderabad,236.0,No,No,3.5,600,578.0,Biryani,57,Low
Bhopal,412.0,No,Yes,4.3,436,463.0,Chinese,32,High
Mumbai,2760.0,Yes,Yes,3.5,342,581.0,North Indian,27,Low
Chennai,354.0,No,No,4.5,734,322.0,Fast Food,32,High
Pune,218.0,Yes,Yes,4.8,324,226.0,Seafood,30,High
Surat,122.0,No,No,3.1,131,467.0,Street Food,49,Low
Goa,488.0,No,No,4.8,557,392.0,South Indian,23,High
Surat,175.0,Yes,Yes,3.2,382,456.0,Biryani,44,Low
Nashik,,No,Yes,3.2,330,502.0,Fast Food,57,High
Indore,294.0,Yes,Yes,4.8,584,279.0,Continental,127,High
Surat,120.0,Yes,Yes,2.8,258,239.0,Chinese,55,Low
Nagpur,182.0,No,No,4.7,78,359.0,South Indian,37,Low
Hyderabad,108.0,Yes,Yes,3.5,254,,Street Food,53,High
Nashik,398.0,Yes,No,4.6,612,535.0,Street Food,31,High
Hyderabad,108.0,Yes,Yes,3.5,254,,Street Food,53,High
Nagpur,222.0,No,No,3.0,247,383.0,North Indian,36,High
Nagpur,180.0,Yes,No,3.0,780,250.0,Seafood,23,Low
Pune,195.0,No,Yes,2.9,760,478.0,Chinese,38,Low
Nashik,218.0,No,Yes,4.5,873,102.0,Seafood,57,Low
Nagpur,307.0,No,No,5.0,728,431.0,Biryani,25,High
Bhopal,241.0,Yes,Yes,4.5,134,595.0,Biryani,22,Low
Kochi,168.0,Yes,Yes,4.5,66,517.0,Gujarati,53,Low
Indore,356.0,No,Yes,4.5,814,100.0,Kerala,27,High
Kochi,259.0,Yes,No,4.3,811,441.0,Cafe,28,High
Surat,548.0,No,Yes,4.0,863,483.0,Fast Food,150,High
Jaipur,495.0,No,No,5.0,310,426.0,Rajasthani,37,Low
Pune,305.0,No,No,4.9,786,340.0,Seafood,56,High
Goa,132.0,No,Yes,3.0,518,222.0,South Indian,55,Low
Mumbai,430.0,Yes,Yes,4.7,526,318.0,Fast Food,22,High
Bangalore,135.0,No,Yes,3.4,620,468.0,Chinese,36,High
Bhopal,6570.0,No,Yes,3.1,608,271.0,Chinese,36,Low
Chennai,288.0,Yes,No,4.9,480,242.0,Continental,142,High
Mumbai,312.0,No,Yes,4.7,478,586.0,Continental,29,High
Pune,111.0,No,No,2.8,263,332.0,Fast Food,43,Low
Hyderabad,143.0,No,No,2.7,358,565.0,Fast Food,54,Low
Pune,4774.0,No,Yes,2.7,806,240.0,Kerala,53,Low
Jaipur,403.0,Yes,No,4.3,427,283.0,Seafood,30,High
Pune,448.0,Yes,Yes,4.8,837,154.0,Kerala,22,High
Nashik,,No,Yes,3.2,359,465.0,Biryani,40,Low
Nashik,345.0,No,No,4.5,4517,347.0,Cafe,49,High
Nagpur,152.0,Yes,Yes,4.9,154,402.0,Biryani,59,High
Mumbai,247.0,Yes,No,2.9,35,204.0,Fast Food,52,Low
Nashik,150.0,Yes,Yes,3.0,164,412.0,Fast Food,28,High
Bhopal,242.0,No,Yes,3.2,657,469.0,South Indian,59,High
Ahmedabad,113.0,Yes,Yes,3.1,164,77.0,Gujarati,20,Low
Hyderabad,258.0,Yes,Yes,4.5,445,421.0,Chinese,28,High
Jaipur,94.0,Yes,Yes,3.1,795,569.0,Gujarati,56,High
Indore,86.0,No,Yes,3.3,289,406.0,Biryani,56,Low
Jaipur,335.0,Yes,Yes,4.9,1758,235.0,Seafood,31,High
Bhopal,85.0,No,No,3.2,346,43.0,Gujarati,43,Low
Mumbai,408.0,Yes,Yes,4.3,475,539.0,Biryani,27,High
Jaipur,313.0,No,Yes,4.5,603,291.0,Rajasthani,28,High
Bangalore,565.0,Yes,No,4.6,897,146.0,Seafood,33,High
Surat,106.0,Yes,Yes,,587,101.0,Street Food,49,High
Bangalore,205.0,No,No,2.8,719,350.0,Seafood,60,Low
Indore,186.0,Yes,Yes,3.1,321,420.0,Street Food,43,Low
Pune,429.0,Yes,No,3.8,366,533.0,Continental,56,High
Bhopal,122.0,Yes,No,2.7,424,482.0,Kerala,20,High
Chennai,4200.0,Yes,No,3.4,615,153.0,Street Food,22,Low
Hyderabad,194.0,No,Yes,2.7,535,372.0,Rajasthani,23,Low
